name,id,semsId,city,county,lng,lat,dateProposed,dateListed,dateCompleted,dateNOID,dateDeleted,stateName,stateCode,npl
Rockaway Borough Well Field,NJD980654115,200766,Rockaway Township,Morris,-74.515561,40.905831,1982-12-30,1983-09-08,2015-04-13,,,New Jersey,NJ,cleaning
Rockaway Township Wells,NJD980654214,200775,Rockaway Township,Morris,-74.499169,40.913331,1982-12-30,1983-09-08,2005-09-21,,,New Jersey,NJ,cleaning
Rocky Hill Municipal Well,NJD980654156,200770,Rocky Hill Borough,Somerset,-74.6475,40.401669,1982-12-30,1983-09-08,2005-08-24,,,New Jersey,NJ,cleaning
Roebling Steel Co.,NJD073732257,200439,Florence,Burlington,-74.770839,40.120831,1982-12-30,1983-09-08,,,,New Jersey,NJ,listed
Sayreville Landfill,NJD980505754,200572,Sayreville,Middlesex,-74.358331,40.445561,1982-12-30,1983-09-08,1998-09-28,2011-08-15,2011-09-29,New Jersey,NJ,completed
Scientific Chemical Processing,NJD070565403,200431,Carlstadt,Bergen,-74.074329,40.82454,1982-12-30,1983-09-08,,,,New Jersey,NJ,listed
Sharkey Landfill,NJD980505762,200573,"Parsippany, Troy Hills",Morris,-74.3454,40.8501,1982-12-30,1983-09-08,2004-03-09,,,New Jersey,NJ,cleaning
South Brunswick Landfill,NJD980530679,200724,South Brunswick,Middlesex,-74.56805,40.402781,1982-12-30,1983-09-08,1993-10-21,1997-11-06,1998-02-27,New Jersey,NJ,completed
Spence Farm,NJD980532816,200739,Plumstead Township,Ocean,-74.5061,40.0789,1982-12-30,1983-09-08,1996-02-28,1996-10-25,1997-03-03,New Jersey,NJ,completed
Swope Oil & Chemical Co.,NJD041743220,200299,Pennsauken Township,Camden,-75.0347,39.9886,1982-12-30,1983-09-08,2015-09-04,,,New Jersey,NJ,cleaning
Syncon Resins,NJD064263817,200401,South Kearny,Hudson,-74.114719,40.737781,1982-12-30,1983-09-08,2019-09-26,,,New Jersey,NJ,cleaning
Ciba-Geigy Corp.,NJD001502517,200078,Toms River,Ocean,-74.2363,39.9867,1982-12-30,1983-09-08,2012-09-26,,,New Jersey,NJ,cleaning
Universal Oil Products (Chemical Division),NJD002005106,200101,East Rutherford,Bergen,-74.088889,40.83,1982-12-30,1983-09-08,,,,New Jersey,NJ,listed
U.S. Radium Corp.,NJD980654172,200772,Orange,Essex,-74.228611,40.781389,1982-12-30,1983-09-08,2006-09-28,,,New Jersey,NJ,cleaning
Vineland State School,NJD980529887,200675,Vineland,Cumberland,-74.991669,39.486111,1982-12-30,1983-09-08,1992-09-02,1996-07-15,1998-05-07,New Jersey,NJ,completed
Williams Property,NJD980529945,200678,Swainton,Cape May,-74.8004,39.1173,1982-12-30,1983-09-08,1995-09-15,,,New Jersey,NJ,cleaning
Woodland Route 72 Dump,NJD980505879,200581,Woodland Township,Burlington,-74.447781,39.821669,1983-09-08,1984-09-21,2004-08-13,,,New Jersey,NJ,cleaning
"Chemical Leaman Tank Lines, Inc.",NJD047321443,200327,Bridgeport,Gloucester,-75.332781,39.798331,1983-09-08,1984-09-21,2019-09-09,,,New Jersey,NJ,cleaning
Delilah Road,NJD980529002,200614,Egg Harbor Township,Atlantic,-74.545831,39.416669,1983-09-08,1984-09-21,2002-08-29,2009-08-11,2009-10-13,New Jersey,NJ,completed
De Rewal Chemical Co.,NJD980761373,200792,Kingwood Township,Hunterdon,-75.0614,40.5162,1983-09-08,1984-09-21,2003-09-16,,,New Jersey,NJ,cleaning
Diamond Alkali Co.,NJD980528996,200613,Newark,Essex,-74.136111,40.739719,1983-09-08,1984-09-21,,,,New Jersey,NJ,listed
Ewan Property,NJD980761365,200791,Shamong Township,Burlington,-74.719439,39.802781,1983-09-08,1984-09-21,1999-09-27,,,New Jersey,NJ,cleaning
"W.R. Grace & Co., Inc./Wayne Interim Storage Site (USDOE)",NJ1891837980,202931,Wayne Township,Passaic,-74.270327,40.969014,1983-09-08,1984-09-21,2003-09-16,2012-08-20,2012-09-30,New Jersey,NJ,completed
Hopkins Farm,NJD980532840,200742,Plumstead Township,Ocean,-74.4875,40.088889,1983-09-08,1984-09-21,1996-09-27,2002-06-28,2002-08-27,New Jersey,NJ,completed
Landfill & Development Co.,NJD048044325,200333,Mount Holly,Burlington,-74.770839,39.980561,1983-09-08,1984-09-21,2010-09-27,,,New Jersey,NJ,cleaning
Nascolite Corp.,NJD002362705,200202,Millville,Cumberland,-75.032781,39.422219,1983-09-08,1984-09-21,2003-09-30,,,New Jersey,NJ,cleaning
"Radiation Technology, Inc.",NJD047684451,200332,Rockaway Township,Morris,-74.50555,40.970831,1983-09-08,1984-09-21,,,,New Jersey,NJ,listed
Shieldalloy Corp.,NJD002365930,200203,Newfield Borough,Gloucester,-75.022219,39.543061,1983-09-08,1984-09-21,,,,New Jersey,NJ,listed
Upper Deerfield Township Sanitary Landfill,NJD980761399,200794,Upper Deerfield Township,Cumberland,-75.184719,39.494169,1983-09-08,1984-09-21,1993-09-27,2000-04-10,2000-06-09,New Jersey,NJ,completed
Wilson Farm,NJD980532824,200740,Plumstead Township,"Monmouth, Ocean",-74.445269,40.072219,1983-09-08,1984-09-21,1993-08-02,2009-07-07,2009-09-08,New Jersey,NJ,completed
Woodland Route 532 Dump,NJD980505887,200582,Woodland Township,Burlington,-74.492231,39.829169,1983-09-08,1984-09-21,2003-12-31,,,New Jersey,NJ,cleaning
"Vineland Chemical Co., Inc.",NJD002385664,200209,Vineland,Cumberland,-75.056661,39.510281,1983-09-08,1984-09-21,,,,New Jersey,NJ,listed
Cooper Road,NJD980761381,200793,Voorhees Township,Camden,-74.9455,39.8478,1983-09-08,1984-09-21,1987-09-30,1988-10-19,1989-02-22,New Jersey,NJ,completed
"Florence Land Recontouring, Inc., Landfill",NJD980529143,200625,Florence Township,Burlington,-74.773611,40.069439,1983-09-08,1984-09-21,1998-09-25,2004-02-18,2004-05-13,New Jersey,NJ,completed
Tabernacle Drum Dump,NJD980761357,200790,Tabernacle Township,Burlington,-74.700839,39.82,1983-09-08,1984-09-21,1993-08-05,2007-09-24,2008-05-08,New Jersey,NJ,completed
Ventron/Velsicol,NJD980529879,200674,Woodridge Borough,Bergen,-74.079439,40.84,1983-09-08,1984-09-21,,,,New Jersey,NJ,listed
Glen Ridge Radium Site,NJD980785646,200996,Glen Ridge,Essex,-74.2125,40.788189,1984-10-15,1985-02-14,2005-09-15,2009-04-29,2009-09-02,New Jersey,NJ,completed
Lodi Municipal Well,NJD980769301,200825,Lodi,Bergen,-74.093611,40.872919,1984-10-15,1990-08-30,1993-09-27,1998-10-20,1998-12-29,New Jersey,NJ,completed
Pomona Oaks Residential Wells,NJD980769350,200830,Galloway Township,Atlantic,-74.569439,39.477781,1984-10-15,1986-06-10,1992-09-17,1996-07-15,1998-05-07,New Jersey,NJ,completed
Cinnaminson Township (Block 702) Ground Water Contamination,NJD980785638,200995,Cinnaminson Township,Burlington,-74.9862,40.0175,1984-10-15,1986-06-10,,,,New Jersey,NJ,listed
Fried Industries,NJD041828906,200303,East Brunswick Township,Middlesex,-74.4412,40.4424,1984-10-15,1986-06-10,2012-09-13,,,New Jersey,NJ,cleaning
Montclair/West Orange Radium Site,NJD980785653,200997,"Montclair, West Orange",Essex,-74.2257,40.7929,1984-10-15,1985-02-14,2005-09-15,2009-04-29,2009-09-02,New Jersey,NJ,completed
"Waldick Aerospace Devices, Inc.",NJD054981337,200375,Wall Township,Monmouth,-74.0613,40.143,1984-10-15,1986-06-10,2008-09-30,,,New Jersey,NJ,cleaning
Naval Weapons Station Earle (Site A),NJ0170022172,201160,Colts Neck,Monmouth,-74.162919,40.264581,1984-10-15,1990-08-30,,,,New Jersey,NJ,listed
Naval Air Engineering Center,NJ7170023744,201174,Lakehurst,Ocean,-74.369161,40.029719,1985-09-18,1987-07-22,2004-09-22,,,New Jersey,NJ,cleaning
Fort Dix (Landfill Site),NJ2210020275,201164,Pemberton Township,Burlington,-74.6244,39.9801,1984-10-15,1987-07-22,1999-09-10,2012-07-25,2012-09-24,New Jersey,NJ,completed
"Monitor Devices, Inc./Intercircuits, Inc.",NJD980529408,200638,Wall Township,Monmouth,-74.119719,40.185281,1985-04-10,1986-06-10,2011-09-26,,,New Jersey,NJ,cleaning
Dayco Corp./L.E. Carpenter Co.,NJD002168748,200136,Wharton Borough,Morris,-74.5775,40.903331,1985-04-10,1987-07-22,,,,New Jersey,NJ,listed
Cosden Chemical Coatings Corp.,NJD000565531,200022,Beverly,Burlington,-74.925899,40.058183,1987-01-22,1987-07-22,2007-09-24,,,New Jersey,NJ,cleaning
"Curcio Scrap Metal, Inc.",NJD011717584,200273,Saddle Brook Township,Bergen,-74.1035,40.8907,1987-01-22,1987-07-22,1997-09-30,,,New Jersey,NJ,cleaning
Brook Industrial Park,NJD078251675,200450,Bound Brook,Somerset,-74.536111,40.560139,1988-06-24,1989-10-04,2006-09-29,,,New Jersey,NJ,cleaning
Pohatcong Valley Ground Water Contamination,NJD981179047,201075,Warren County,Warren,-75,40.75,1988-06-24,1989-03-31,2023-03-24,,,New Jersey,NJ,cleaning
"Kauffman & Minteer, Inc.",NJD002493054,200232,Jobstown,Burlington,-74.694,40.0363,1988-06-24,1989-03-31,,,,New Jersey,NJ,listed
Witco Chemical Corp. (Oakland Plant),NJD045653854,200316,Oakland,Bergen,-74.24375,41.00375,1988-06-24,1989-10-04,1992-09-28,1993-11-18,1995-09-29,New Jersey,NJ,completed
Picatinny Arsenal (USARMY),NJ3210020704,201168,Rockaway Township,Morris,-74.583339,40.916669,1989-07-14,1990-02-21,,,,New Jersey,NJ,listed
"AMP, Inc. (Glen Rock Facility)",PAD041421223,300911,Glen Rock,York,-76.6944,39.8218,1988-06-24,1989-10-04,1995-12-14,1996-07-26,1996-10-02,Pennsylvania,PA,completed
South Jersey Clothing Co.,NJD980766828,200803,Minotola,Atlantic,-74.9491,39.5206,1988-06-24,1989-10-04,1999-03-18,,,New Jersey,NJ,cleaning
Industrial Latex Corp.,NJD981178411,201073,Wallington Borough,Bergen,-74.0991,40.8536,1988-06-24,1989-03-31,2001-09-27,2002-12-09,2003-04-21,New Jersey,NJ,completed
Higgins Disposal,NJD053102232,200359,Franklin Township,Somerset,-74.615281,40.3875,1988-06-24,1990-08-30,2006-06-27,,,New Jersey,NJ,cleaning
Higgins Farm,NJD981490261,201094,Franklin Township,Somerset,-74.602781,40.406389,1988-06-24,1989-03-31,1998-09-25,,,New Jersey,NJ,cleaning
Global Sanitary Landfill,NJD063160667,200398,Old Bridge Township,Middlesex,-74.286111,40.446389,1988-06-24,1989-03-31,2014-01-16,,,New Jersey,NJ,cleaning
Fulton Avenue,NY0000110247,203853,North Hempstead,Nassau,-73.657844,40.737337,1997-09-25,1998-03-06,,,,New York,NY,listed
Garden State Cleaners Co.,NJD053280160,200362,Minotola,Atlantic,-74.94945,39.519031,1988-06-24,1989-03-31,1999-03-18,,,New Jersey,NJ,cleaning
Federal Aviation Administration Technical Center,NJ9690510020,201178,Atlantic County,Atlantic,-74.583339,39.458331,1989-07-14,1990-08-30,,,,New Jersey,NJ,listed
Chemical Insecticide Corp.,NJD980484653,200517,Edison Township,Middlesex,-74.368,40.5274,1989-10-26,1990-08-30,2005-09-16,,,New Jersey,NJ,cleaning
White Chemical Corp.,NJD980755623,203357,Newark,Essex,-74.198242,40.698484,1991-05-09,1991-09-25,,,,New Jersey,NJ,listed
Horseshoe Road,NJD980663678,200781,Sayreville,Middlesex,-74.319444,40.484722,1993-05-10,1995-09-29,2022-07-25,,,New Jersey,NJ,cleaning
Franklin Burn,NJD986570992,204087,Franklin Township,Gloucester,-75.025,39.594444,1995-10-02,1996-06-17,2003-07-18,,,New Jersey,NJ,cleaning
Welsbach & General Gas Mantle (Camden Radiation),NJD986620995,203580,"Camden, Gloucester City",Camden,-75.121944,39.919722,1995-10-02,1996-06-17,,,,New Jersey,NJ,listed
Grand Street Mercury,NJ0001327733,204030,Hoboken,Hudson,-74.034444,40.746111,1996-12-23,1997-09-25,2005-09-19,2007-06-28,2007-09-18,New Jersey,NJ,completed
"Cornell Dubilier Electronics, Inc.",NJD981557879,201112,South Plainfield,Middlesex,-74.414167,40.576389,1997-09-25,1998-07-28,,,,New Jersey,NJ,listed
LCP Chemicals Inc.,NJD079303020,200455,Linden,Union,-74.210278,40.6075,1997-09-25,1998-07-28,,,,New Jersey,NJ,listed
Puchack Well Field,NJD981084767,204096,Pennsauken Township,Camden,-75.051944,39.976667,1997-09-25,1998-03-06,,,,New Jersey,NJ,listed
Zschiegner Refining,NJD986643153,203757,Howell Township,Monmouth,-74.2,40.145833,1997-09-25,1998-03-06,2016-08-22,,,New Jersey,NJ,cleaning
Route 561 Dump,NJ0000453514,203909,Gibbsboro,Camden,-74.958333,39.83611,1998-07-28,,,,,New Jersey,NJ,proposed
Federal Creosote,NJ0001900281,204097,Manville,Somerset,-74.584167,40.544444,1998-07-28,1999-01-19,2008-03-31,2014-03-05,2014-06-18,New Jersey,NJ,completed
Middlesex Sampling Plant (USDOE),NJ0890090012,202755,Middlesex,Middlesex,-74.493194,40.569806,1998-09-29,1999-01-19,,,,New Jersey,NJ,listed
United States Avenue Burn,NJ0001120799,204003,Gibbsboro,Camden,-74.963889,39.834167,1998-09-29,1999-07-22,,,,New Jersey,NJ,listed
Emmell's Septic Landfill,NJD980772727,200986,Galloway Township,Atlantic,-74.543611,39.500694,1999-04-23,1999-07-22,,,,New Jersey,NJ,listed
"Martin Aaron, Inc.",NJD014623854,200278,Camden,Camden,-75.119167,39.926111,1999-04-23,1999-07-22,,,,New Jersey,NJ,listed
Iceland Coin Laundry Area Ground Water Plume,NJ0001360882,204037,Vineland,Cumberland,-75.04725,39.45725,1999-07-22,1999-10-22,2007-09-27,,,New Jersey,NJ,cleaning
Lightman Drum Company,NJD014743678,200280,Winslow Township,Camden,-74.905917,39.729722,1999-07-22,1999-10-22,2021-09-30,,,New Jersey,NJ,cleaning
McGuire Air Force Base #1,NJ0570024018,201162,Wrightstown,Burlington,-74.593611,40.018056,1999-07-22,1999-10-22,,,,New Jersey,NJ,listed
Diamond Head Oil Refinery Div.,NJD092226000,200484,Kearny,Hudson,-74.132194,40.747222,2000-07-27,2002-09-05,,,,New Jersey,NJ,listed
Quanta Resources,NJD000606442,200034,Edgewater,Bergen,-73.989167,40.804306,2001-01-11,2002-09-05,,,,New Jersey,NJ,listed
Woodbrook Road Dump,NJSFN0204260,204260,South Plainfield,Middlesex,-74.402914,40.561564,2001-09-13,2003-04-30,,,,New Jersey,NJ,listed
Atlantic Resources Corporation,NJD981558430,201116,Sayreville,Middlesex,-74.319444,40.486111,2001-09-13,2002-09-05,2022-07-25,,,New Jersey,NJ,cleaning
White Swan Cleaners/Sun Cleaners Area Ground Water Contamination,NJSFN0204241,204241,Wall Township,Monmouth,-74.063133,40.135444,2003-04-30,2004-09-23,,,,New Jersey,NJ,listed
Standard Chlorine,NJD002175057,200146,Kearny,Hudson,-74.097222,40.75,2003-04-30,2007-09-19,2022-09-30,,,New Jersey,NJ,cleaning
Rolling Knolls Landfill,NJD980505192,200542,Chatham Township,Morris,-74.447861,40.729528,2003-04-30,2003-09-29,,,,New Jersey,NJ,listed
Crown Vantage Landfill,NJN000204492,204492,Alexandria Township,Hunterdon,-75.078917,40.552028,2004-09-23,2005-04-27,2013-09-10,2015-04-29,2015-08-28,New Jersey,NJ,completed
Sherwin-Williams/Hilliards Creek,NJD980417976,200516,Gibbsboro,Camden,-74.964977,39.835526,2006-04-19,2008-03-19,,,,New Jersey,NJ,listed
"Matteo & Sons, Inc.",NJD011770013,204061,Thorofare,Gloucester,-75.168306,39.854722,2006-04-19,2006-09-27,,,,New Jersey,NJ,listed
Ringwood Mines/Landfill,NJD980529739,200663,Ringwood Borough,Passaic,-74.2725,41.136669,1982-12-30,1983-09-08,1993-09-15,1993-12-08,1994-11-02,New Jersey,NJ,completed
"Curtis Specialty Papers, Inc.",NJD057143984,203733,Milford,Hunterdon,-75.089842,40.561758,2008-09-03,2009-09-23,,,,New Jersey,NJ,listed
Raritan Bay Slag,NJN000206276,206276,"Old Bridge Township, Sayreville",Middlesex,-74.258017,40.464589,2009-04-09,2009-11-04,,,,New Jersey,NJ,listed
Mansfield Trail Dump,NJN000206345,206345,Byram,Sussex,-74.6995999,40.9289443,2010-10-21,2011-03-10,,,,New Jersey,NJ,listed
Garfield Ground Water Contamination,NJN000206317,206317,Garfield,Bergen,-74.106431,40.871858,2011-03-10,2011-09-16,,,,New Jersey,NJ,listed
Orange Valley Regional Ground Water Contamination,NJD002148799,203649,West Orange/Orange,Essex,-74.225267,40.779936,2012-03-15,2012-09-18,,,,New Jersey,NJ,listed
"Matlack, Inc.",NJD043584101,200307,Woolwich Township,Gloucester,-75.322169,39.763106,2012-09-18,2013-05-24,,,,New Jersey,NJ,listed
Riverside Industrial Park,NJSFN0204232,204232,Newark,Essex,-74.159084,40.765722,2012-09-18,2013-05-24,,,,New Jersey,NJ,listed
Pierson's Creek,NJD002144517,200114,Newark,Essex,-74.1452,40.7163,2013-12-12,2014-09-22,,,,New Jersey,NJ,listed
Unimatic Manufacturing Corporation,NJD002164796,206578,Fairfield,Essex,-74.269155,40.878792,2013-12-12,2014-05-12,,,,New Jersey,NJ,listed
Former Kil-Tone Company,NJN000200874,200874,Vineland,Cumberland,-75.025489,39.47841,2015-09-30,2016-04-07,,,,New Jersey,NJ,listed
Pioneer Metal Finishing Inc,NJD002360188,200200,Franklinville,Gloucester,-75.061474,39.616969,2020-09-03,2021-09-09,,,,New Jersey,NJ,listed
Lower Hackensack River,NJN000201845,201845,"Bergen, Hudson","Bergen, Hudson",-74.067175,40.800794,2022-03-18,2022-09-09,,,,New Jersey,NJ,listed
Historic Potteries,NJN000203535,203535,Trenton,Mercer,-74.739361,40.236541,2024-09-05,,,,,New Jersey,NJ,proposed
AT & SF (Clovis),NMD043158591,600827,Clovis,Curry,-103.2117,34.378331,1982-12-30,1983-09-08,2000-09-20,2003-01-16,2003-03-17,New Mexico,NM,completed
Homestake Mining Co.,NMD007860935,600816,Milan,Cibola,-107.8633,35.243331,1982-12-30,1983-09-08,1996-09-20,,,New Mexico,NM,cleaning
South Valley,NMD980745558,600881,Albuquerque,Bernalillo,-106.6411,35.0441,1982-12-30,1983-09-08,1996-09-30,,,New Mexico,NM,cleaning
United Nuclear Corp.,NMD030443303,600819,Church Rock,McKinley,-108.5,35.643331,1982-12-30,1983-09-08,1998-09-29,,,New Mexico,NM,cleaning
Cimarron Mining Corp.,NMD980749378,600897,Carrizozo,Lincoln,-105.8647,33.643469,1988-06-24,1989-10-04,1992-09-24,2020-08-05,2020-09-30,New Mexico,NM,completed
Prewitt Abandoned Refinery,NMD980622773,600877,Prewitt,McKinley,-108.0348,35.3596,1988-06-24,1990-08-30,1996-08-22,,,New Mexico,NM,cleaning
Peter Cooper,NYD980530265,201887,Gowanda,Cattaraugus,-78.927583,42.458778,1997-09-25,1998-03-06,2010-09-17,2019-07-30,2019-09-30,New York,NY,completed
Lehigh Valley Railroad,NYD986950251,203481,Le Roy,Genesee,-77.933306,42.992028,1998-07-28,1999-01-19,,,,New York,NY,listed
Computer Circuits,NYD125499673,202636,Hauppauge,Suffolk,-73.24611,40.813194,1998-07-28,1999-05-10,2008-12-23,,,New York,NY,cleaning
Hiteman Leather,NYD981560915,202360,West Winfield,Herkimer,-75.195833,42.883333,1998-09-29,1999-01-19,2008-09-30,2011-12-13,2012-02-13,New York,NY,completed
Mohonk Road Industrial Plant,NYD986950012,203945,High Falls,Ulster,-74.13444,41.816667,1998-09-29,1999-01-19,2008-09-30,,,New York,NY,cleaning
Smithtown Ground Water Contamination,NY0002318889,204148,Smithtown,Suffolk,-73.174778,40.887806,1998-09-29,1999-01-19,2006-09-29,2023-02-22,2023-08-16,New York,NY,completed
Stanton Cleaners Area Ground Water Contamination,NYD047650197,204167,Great Neck,Nassau,-73.734139,40.782361,1999-01-19,1999-05-10,2003-12-11,,,New York,NY,cleaning
Peter Cooper Corporation (Markhams),NYD980592547,202124,Dayton,Cattaraugus,-79.012572,42.392897,1999-04-23,2000-02-04,2008-11-25,2010-08-06,2010-09-20,New York,NY,completed
Jackson Steel,NYD001344456,204218,"Mineola, North Hempstead",Nassau,-73.652694,40.738806,1999-10-22,2000-02-04,2007-08-30,2016-08-12,2016-09-26,New York,NY,completed
"Lawrence Aviation Industries, Inc.",NYD002041531,201335,Port Jefferson Station,Suffolk,-73.069194,40.928139,1999-10-22,2000-02-04,2014-08-01,,,New York,NY,cleaning
Old Roosevelt Field Contaminated Ground Water Area,NYSFN0204234,204234,Garden City,Nassau,-73.618472,40.733611,2000-02-04,2000-05-11,,,,New York,NY,listed
Consolidated Iron and Metal,NY0002455756,204175,Newburgh,Orange,-74.005639,41.498028,2000-12-01,2001-06-14,2010-09-02,2014-10-01,2014-12-03,New York,NY,completed
Shenandoah Road Ground Water Contamination,NYSFN0204269,204269,East Fishkill,Dutchess,-73.792222,41.526111,2001-01-11,2001-06-14,2013-09-26,,,New York,NY,cleaning
"MacKenzie Chemical Works, Inc.",NYD980753420,202187,Central Islip,Suffolk,-73.205278,40.788889,2001-06-14,2001-09-13,2006-10-03,,,New York,NY,cleaning
"Crown Cleaners of Watertown, Inc.",NYD986965333,204284,Carthage,Jefferson,-75.651861,44.022944,2001-09-13,2002-09-05,2017-02-01,,,New York,NY,cleaning
Cayuga County Ground Water Contamination,NYN000204289,204289,"Aurelius, Fleming, Springport",Cayuga,-76.6425,42.880556,2001-09-13,2002-09-05,,,,New York,NY,listed
Ellenville Scrap Iron and Metal,NYSFN0204190,204190,Ellenville,Ulster,-74.4055,41.724028,2001-09-13,2002-09-05,2011-09-30,2019-08-05,2019-09-24,New York,NY,completed
Diaz Chemical Corporation,NYD067532580,203341,Holley,Orleans,-78.029278,43.222944,2004-03-08,2004-07-22,,,,New York,NY,listed
Peninsula Boulevard Ground Water Plume,NYN000204407,204407,Hewlett,Nassau,-73.706417,40.642806,2004-03-08,2004-07-22,,,,New York,NY,listed
Hopewell Precision Area Contamination,NYD066813064,201588,Hopewell Junction,Dutchess,-73.781481,41.6116,2004-09-23,2005-04-27,,,,New York,NY,listed
Gowanus Canal,NYN000206222,206222,Brooklyn,Kings,-73.987333,40.681639,2009-04-09,2010-03-04,,,,New York,NY,listed
Newtown Creek,NYN000206282,206282,"Brooklyn, Queens","Kings, Queens",-73.930762,40.715192,2009-09-23,2010-09-29,,,,New York,NY,listed
Black River PCBs,NYN000206296,206296,Town of Champion,Jefferson,-75.627753,43.984269,2010-03-04,2010-09-29,,,,New York,NY,listed
Dewey Loeffel Landfill,NYD000512335,201218,Nassau,Rensselaer,-73.560496,42.560957,2010-03-04,2011-03-10,,,,New York,NY,listed
New Cassel/Hicksville Ground Water Contamination,NY0001095363,203974,New Cassel/Hicksville,Nassau,-73.559781,40.752446,2011-03-10,2011-09-16,,,,New York,NY,listed
Eighteenmile Creek,NYN000206456,206456,Lockport,Niagara,-78.689544,43.1813,2011-09-16,2012-03-15,,,,New York,NY,listed
Wolff-Alport Chemical Company,NYC200400810,206479,Ridgewood,Queens,-73.901997,40.692672,2013-12-12,2014-05-12,,,,New York,NY,listed
Wappinger Creek,NYN000201758,201758,Dutchess County,Dutchess,-73.927136,41.597684,2016-04-07,2016-09-09,,,,New York,NY,listed
Saint-Gobain Performance Plastics,NYD004986741,202702,Village of Hoosick Falls,Rensselaer,-73.3566,42.8943,2016-09-09,2017-08-03,,,,New York,NY,listed
Magna Metals,NYD001394881,201321,Cortlandt Manor,Westchester,-73.8704,41.2745,2018-09-13,2019-05-15,,,,New York,NY,listed
Arsenic Mine,NYD982531469,202816,Kent,Putnam,-73.715285,41.457972,2019-06-03,2019-11-08,,,,New York,NY,listed
Meeker Avenue Plume,NYN000203407,203407,Brooklyn,Kings,-73.935904,40.725409,2021-09-09,2022-03-16,,,,New York,NY,listed
Brillo Landfill,NYN000203129,203129,Victory,Cayuga,-76.613503,43.170353,2022-03-18,2022-09-09,,,,New York,NY,listed
Allied Chemical & Ironton Coke,OHD043730217,504336,Ironton,Lawrence,-82.658,38.5057,1982-12-30,1983-09-08,2016-09-29,,,Ohio,OH,cleaning
Arcanum Iron & Metal,OHD017506171,504287,Darke County,Darke,-84.549161,39.98195,1982-12-30,1983-09-08,1999-12-09,2001-07-02,2001-08-31,Ohio,OH,completed
Big D Campground,OHD980611735,504684,Kingsville,Ashtabula,-80.652781,41.904169,1982-12-30,1983-09-08,1995-05-09,,,Ohio,OH,cleaning
Bowers Landfill,OHD980509616,504541,Circleville,Pickaway,-82.965281,39.6375,1982-12-30,1983-09-08,1992-12-17,1997-09-10,1997-10-29,Ohio,OH,completed
Buckeye Reclamation,OHD980509657,504544,St. Clairsville,Belmont,-80.841669,40.047219,1982-12-30,1983-09-08,2003-05-14,2019-07-31,2019-09-30,Ohio,OH,completed
Chem-Dyne,OHD074727793,504440,Hamilton,Butler,-84.552,39.4079,1982-12-30,1983-09-08,1992-09-11,,,Ohio,OH,cleaning
Coshocton Landfill,OHD980509830,504558,Franklin Township,Coshocton,-81.848611,40.225,1982-12-30,1983-09-08,1995-09-25,1998-08-27,1998-10-07,Ohio,OH,completed
E.H. Schilling Landfill,OHD980509947,504568,Hamilton Township,Lawrence,-82.75555,38.5725,1982-12-30,1983-09-08,1993-08-26,,,Ohio,OH,cleaning
Fields Brook,OHD980614572,504723,Ashtabula,Ashtabula,-80.7754,41.8915,1982-12-30,1983-09-08,,,,Ohio,OH,listed
Fultz Landfill,OHD980794630,504824,Jackson Township,Guernsey,-81.541661,39.984719,1982-12-30,1983-09-08,1998-09-29,,,Ohio,OH,cleaning
Nease Chemical,OHD980610018,504619,Salem,Columbiana,-80.891669,40.916669,1982-12-30,1983-09-08,2021-12-06,,,Ohio,OH,cleaning
New Lyme Landfill,OHD980794614,504822,New Lyme,Ashtabula,-80.729161,41.584719,1982-12-30,1983-09-08,1992-12-29,,,Ohio,OH,cleaning
Laskin/Poplar Oil Co.,OHD061722211,504401,Jefferson Township,Ashtabula,-80.7815,41.7436,1982-12-30,1983-09-08,1993-09-23,2000-07-05,2000-09-05,Ohio,OH,completed
"Pristine, Inc.",OHD076773712,504445,Reading,Hamilton,-84.437231,39.236111,1982-12-30,1983-09-08,1998-09-30,,,Ohio,OH,cleaning
Old Mill,OHD980510200,504586,Rock Creek,Ashtabula,-80.8456,41.6601,1982-12-30,1983-09-08,1991-09-30,,,Ohio,OH,cleaning
Skinner Landfill,OHD063963714,504404,West Chester,Butler,-84.399719,39.333331,1982-12-30,1983-09-08,2001-09-27,,,Ohio,OH,cleaning
Summit National,OHD980609994,504617,Deerfield Township,Portage,-81.0971,41.024,1982-12-30,1983-09-08,1995-09-18,,,Ohio,OH,cleaning
Van Dale Junkyard,OHD980794606,504821,Marietta,Washington,-81.4025,39.43195,1984-10-15,1986-06-10,2000-07-07,,,Ohio,OH,cleaning
Zanesville Well Field,OHD980794598,504820,Zanesville,Muskingum,-81.992231,39.967781,1982-12-30,1983-09-08,1996-09-03,,,Ohio,OH,cleaning
Miami County Incinerator,OHD980611800,504688,Troy,Miami,-84.224169,40.074169,1983-09-08,1984-09-21,1996-11-13,,,Ohio,OH,cleaning
Powell Road Landfill,OHD000382663,504015,Dayton,Montgomery,-84.16,39.833331,1983-09-08,1984-09-21,2000-02-25,,,Ohio,OH,cleaning
South Point Plant,OHD071650592,504434,South Point,Lawrence,-82.591669,38.4375,1983-09-08,1984-09-21,2001-12-31,,,Ohio,OH,cleaning
"United Scrap Lead Co., Inc.",OHD018392928,504305,Troy,Miami,-84.198611,40.008889,1983-09-08,1984-09-21,1999-12-10,2021-05-14,2021-09-14,Ohio,OH,completed
