name,id,semsId,state,city,county,status,lng,lat,dateProposed,dateListed,dateCompleted,dateNOID,dateDeleted,hasPartialDeletion
Davis Timber Company,MSD046497012,404172,Mississippi,Hattiesburg,"Forrest, Lamar",Deleted NPL Site,-89.404461,31.345192,5/11/2000,7/27/2000,9/28/2012,7/17/2018,9/25/2018,TRUE
"American Creosote Works, Inc.",MSD004006995,402260,Mississippi,Louisville,Winston,NPL Site,-89.058333,33.111111,6/14/2001,9/13/2001,7/17/2017,,,TRUE
Picayune Wood Treating,MSD065490930,402374,Mississippi,Picayune,Pearl River,NPL Site,-89.689722,30.524444,3/8/2004,7/22/2004,12/3/2020,,,TRUE
Sonford Products,MSD086556388,402405,Mississippi,Flowood,Rankin,NPL Site,-90.14222,32.29251,9/27/2006,3/7/2007,,,,TRUE
Kerr-McGee Chemical Corp - Columbus,MSD990866329,402489,Mississippi,Columbus,Lowndes,NPL Site,-88.409686,33.509767,3/10/2011,9/16/2011,,,,TRUE
Red Panther Chemical Company,MSD000272385,402231,Mississippi,Clarksdale,Coahoma,Deleted NPL Site,-90.561625,34.187408,3/10/2011,9/16/2011,6/9/2020,7/15/2020,9/30/2020,TRUE
Southeastern Wood Preserving,MSD000828558,402253,Mississippi,Canton,Madison,NPL Site,-90.018189,32.618061,9/16/2011,3/15/2012,,,,TRUE
Mississippi Phosphates Corporation,MSN000403508,403508,Mississippi,Pascagoula,Jackson,NPL Site,-88.491006,30.372103,8/3/2017,1/18/2018,,,,TRUE
Rockwell International Wheel & Trim,MSD007037278,402285,Mississippi,Grenada,Grenada,NPL Site,-89.801661,33.803244,1/18/2018,9/13/2018,,,,TRUE
Hercules Inc,MSD008182081,402297,Mississippi,Hattiesburg,Forrest,NPL Site,-89.308248,31.3401,3/18/2022,12/22/2022,,,,TRUE
Anaconda Co. Smelter,MTD093291656,800403,Montana,Anaconda,Deer Lodge,NPL Site,-112.915,46.116661,12/30/1982,9/8/1983,,,,TRUE
Libby Ground Water Contamination,MTD980502736,800412,Montana,Libby,Lincoln,NPL Site,-115.5389,48.38,12/30/1982,9/8/1983,9/20/1993,,,TRUE
Milltown Reservoir Sediments,MTD980717565,800445,Montana,Milltown,Missoula,NPL Site,-113.8667,46.866661,12/30/1982,9/8/1983,,,,TRUE
Silver Bow Creek/Butte Area,MTD980502777,800416,Montana,Silver Bow Creek,"Deer Lodge, Silver Bow",NPL Site,-112.7948,46.039,12/30/1982,9/8/1983,,,,TRUE
East Helena Site,MTD006230346,800377,Montana,East Helena,Lewis and Clark,NPL Site,-111.9183,46.581669,9/8/1983,9/21/1984,,,,TRUE
Idaho Pole Co.,MTD006232276,800379,Montana,Bozeman,Gallatin,NPL Site,-111.0217,45.688331,10/15/1984,6/10/1986,3/26/1998,,,TRUE
Mouat Industries,MTD021997689,800384,Montana,Columbus,Stillwater,NPL Site,-109.2475,45.635,10/15/1984,6/10/1986,9/27/1996,,,TRUE
Montana Pole and Treating,MTD006230635,800378,Montana,Butte,Silver Bow,NPL Site,-112.5483,45.99,6/10/1986,7/22/1987,9/27/2001,,,TRUE
Basin Mining Area,MTD982572562,801057,Montana,Basin,Jefferson,NPL Site,-112.263333,46.272778,7/22/1999,10/22/1999,,,,TRUE
Upper Tenmile Creek Mining Area,MTSFN7578012,801699,Montana,"Helena, Rimini",Lewis and Clark,NPL Site,-112.245139,46.482083,7/22/1999,10/22/1999,,,,TRUE
Lockwood Solvent Ground Water Plume,MT0007623052,801709,Montana,Billings,Yellowstone,NPL Site,-108.455,45.803611,5/11/2000,12/1/2000,,,,TRUE
Barker Hughesville Mining District,MT6122307485,801208,Montana,Barker,"Cascade, Judith Basin",NPL Site,-110.630278,47.083333,12/1/2000,9/13/2001,,,,TRUE
Carpenter Snow Creek Mining District,MT0001096353,801507,Montana,Neihart,Cascade,NPL Site,-110.725833,46.961389,12/1/2000,9/13/2001,,,,TRUE
Libby Asbestos,MT0009083840,801744,Montana,Libby,Lincoln,NPL Site,-115.551111,48.391528,2/26/2002,10/24/2002,,,,TRUE
Flat Creek IMM,MT0012694970,801914,Montana,Superior,Mineral,NPL Site,-114.852778,47.240278,4/9/2009,9/23/2009,,,,TRUE
ACM Smelter and Refinery,MTD093291599,800402,Montana,Black Eagle,Cascade,NPL Site,-111.246467,47.528603,3/4/2010,3/10/2011,,,,TRUE
Smurfit-Stone Mill,MTN000802850,802850,Montana,Missoula,Missoula,Proposed NPL Site,-114.199623,46.957781,5/24/2013,,,,,TRUE
Anaconda Aluminum Co Columbia Falls Reduction Plant,MTD057561763,800392,Montana,Columbia Falls,Flathead,NPL Site,-114.130297,48.387875,3/26/2015,9/9/2016,,,,TRUE
Billings PCE,MTD986073252,801303,Montana,Billings,Yellowstone,NPL Site,-108.522926,45.774118,9/3/2020,9/9/2021,,,,TRUE
"Martin-Marietta, Sodyeco, Inc.",NCD001810365,402588,North Carolina,Charlotte,Mecklenburg,Deleted NPL Site,-81,35.29445,12/30/1982,9/8/1983,9/29/1999,9/30/2011,1/20/2012,TRUE
PCB Spills,NCD980602163,403068,North Carolina,Warrenton,Warren,Deleted NPL Site,-78.1661,36.3381,12/30/1982,9/8/1983,3/7/1986,12/31/1985,3/7/1986,TRUE
Bypass 601 Ground Water Contamination,NCD044440303,402753,North Carolina,Concord,Cabarrus,NPL Site,-80.6093,35.4096,10/15/1984,6/10/1986,3/11/1999,,,TRUE
Jadco-Hughes Facility,NCD980729602,403079,North Carolina,Belmont,Gaston,NPL Site,-81.041111,35.275831,10/15/1984,6/10/1986,12/19/1996,,,TRUE
"North Carolina State University (Lot 86, Farm Unit #1)",NCD980557656,403015,North Carolina,Raleigh,Wake,NPL Site,-78.713588,35.801816,10/15/1984,6/10/1986,9/27/2006,,,TRUE
Celanese Corp. (Shelby Fiber Operations),NCD003446721,402687,North Carolina,Shelby,Cleveland,NPL Site,-81.528339,35.208889,10/15/1984,6/10/1986,3/25/1993,,,TRUE
Cape Fear Wood Preserving,NCD003188828,402634,North Carolina,Fayetteville,Cumberland,NPL Site,-79.020839,35.04945,6/10/1986,7/22/1987,9/25/2001,,,TRUE
Aberdeen Pesticide Dumps,NCD980843346,403099,North Carolina,Aberdeen,Moore,NPL Site,-79.4472,35.1384,1/22/1987,3/31/1989,9/30/2003,,,TRUE
Charles Macon Lagoon & Drum Storage,NCD980840409,403095,North Carolina,Cordova,Richmond,NPL Site,-79.8375,34.8925,1/22/1987,7/22/1987,11/6/1996,,,TRUE
Carolina Transformer Co.,NCD003188844,402635,North Carolina,Fayetteville,Cumberland,NPL Site,-78.845,35.063331,1/22/1987,7/22/1987,8/10/2005,,,TRUE
"Benfield Industries, Inc.",NCD981026479,403124,North Carolina,Hazelwood,Haywood,NPL Site,-83.004169,35.477781,6/24/1988,10/4/1989,9/19/2001,,,TRUE
Potter's Septic Tank Service Pits,NCD981023260,403122,North Carolina,Maco,Brunswick,NPL Site,-78.1578,34.2846,6/24/1988,3/31/1989,9/27/2000,,,TRUE
Camp Lejeune Military Reservation,NC6170022580,403185,North Carolina,Onslow County,Onslow,NPL Site,-77.342919,34.717781,6/24/1988,10/4/1989,,,,TRUE
New Hanover County Airport Burn Pit,NCD981021157,403120,North Carolina,Wilmington,New Hanover,Deleted NPL Site,-77.915281,34.275,6/24/1988,3/31/1989,8/26/2003,6/22/2012,9/20/2012,TRUE
"Koppers Co., Inc. (Morrisville Plant)",NCD003200383,402647,North Carolina,Morrisville,Wake,NPL Site,-78.8406,35.8463,6/24/1988,3/31/1989,9/11/1997,,,TRUE
ABC One Hour Cleaners,NCD024644494,402718,North Carolina,Jacksonville,Onslow,NPL Site,-77.3666,34.7414,6/24/1988,3/31/1989,8/8/2002,,,TRUE
Geigy Chemical Corp. (Aberdeen Plant),NCD981927502,404170,North Carolina,Aberdeen,Moore,NPL Site,-79.406669,35.126111,6/24/1988,10/4/1989,7/20/1998,,,TRUE
"FCX, Inc. (Statesville Plant)",NCD095458527,404225,North Carolina,Statesville,Iredell,NPL Site,-80.9163,35.7865,6/24/1988,2/21/1990,9/29/2001,,,TRUE
"FCX, Inc. (Washington Plant)",NCD981475932,404280,North Carolina,Washington,Beaufort,NPL Site,-77.07445,35.559581,6/24/1988,3/31/1989,9/22/2005,,,TRUE
JFD Electronics/Channel Master,NCD122263825,404327,North Carolina,Oxford,Granville,NPL Site,-78.606389,36.299719,6/24/1988,10/4/1989,9/29/2000,,,TRUE
"Chemtronics, Inc.",NCD095459392,402957,North Carolina,Swannanoa,Buncombe,NPL Site,-82.434719,35.625,12/30/1982,9/8/1983,3/25/1993,,,TRUE
General Electric Co/Shepherd Farm,NCD079044426,402893,North Carolina,East Flat Rock,Henderson,NPL Site,-82.411111,35.272222,2/7/1992,12/16/1994,9/28/2000,,,TRUE
Cherry Point Marine Corps Air Station,NC1170027261,403174,North Carolina,Havelock,Craven,NPL Site,-76.8917,34.9,8/23/1994,12/16/1994,,,,TRUE
Davis Park Road TCE,NCD986175644,405489,North Carolina,Gastonia,Gaston,NPL Site,-81.218889,35.231667,7/28/1998,1/19/1999,9/27/2000,,,TRUE
North Belmont PCE,NCD986187128,405619,North Carolina,North Belmont,Gaston,NPL Site,-81.05125,35.273472,4/23/1999,7/22/1999,6/21/2004,,,TRUE
Barber Orchard,NCSFN0406989,406989,North Carolina,Waynesville,Haywood,NPL Site,-83.063889,35.445833,1/11/2001,9/13/2001,9/29/2011,,,TRUE
Reasor Chemical Company,NCD986187094,405590,North Carolina,Castle Hayne,New Hanover,Deleted NPL Site,-77.891944,34.343472,9/13/2001,9/5/2002,9/25/2007,7/31/2018,9/25/2018,TRUE
Ward Transformer,NCD003202603,406082,North Carolina,Raleigh,Wake,NPL Site,-78.773611,35.901944,9/5/2002,4/30/2003,,,,TRUE
Ram Leather Care,NCD982096653,406303,North Carolina,Charlotte,Mecklenburg,NPL Site,-80.606806,35.228056,4/30/2003,9/29/2003,,,,TRUE
National Starch & Chemical Corp.,NCD991278953,403168,North Carolina,Salisbury,Rowan,NPL Site,-80.5412,35.6322,6/24/1988,10/4/1989,9/29/2010,,,TRUE
Sigmon's Septic Tank Service,NCD062555792,406611,North Carolina,Statesville,Iredell,NPL Site,-80.974583,35.713611,9/23/2004,4/27/2005,9/30/2009,,,TRUE
Blue Ridge Plating Company,NCD044447589,406895,North Carolina,Arden,Buncombe,NPL Site,-82.528358,35.462372,4/27/2005,9/14/2005,9/27/2007,,,TRUE
Aberdeen Contaminated Ground Water,NCN000407447,407447,North Carolina,Aberdeen,Moore,NPL Site,-79.4025,35.1224,3/19/2008,9/3/2008,,,,TRUE
GMH Electronics,NCN000410161,410161,North Carolina,Roxboro,Person,NPL Site,-78.941625,36.416722,4/9/2009,9/23/2009,,,,TRUE
Ore Knob Mine,NCN000409895,409895,North Carolina,Ashe County,Ashe,NPL Site,-81.324606,36.410011,4/9/2009,9/23/2009,,,,TRUE
Kerr-McGee Chemical Corp - Navassa,NCD980557805,403028,North Carolina,Navassa,Brunswick,NPL Site,-77.999028,34.247222,9/23/2009,3/4/2010,,,,TRUE
Wright Chemical Corporation,NCD024766719,402720,North Carolina,Riegelwood,Columbus,NPL Site,-78.2051,34.3284,3/4/2010,3/10/2011,,,,TRUE
Horton Iron and Metal,NCN000407480,407480,North Carolina,Wilmington,New Hanover,NPL Site,-77.954083,34.26665,10/21/2010,9/16/2011,,,,TRUE
"CTS of Asheville, Inc.",NCD003149556,402598,North Carolina,Asheville,Buncombe,NPL Site,-82.505953,35.493075,3/10/2011,3/15/2012,,,,TRUE
Holcomb Creosote Co,NCD024900987,402724,North Carolina,Yadkinville,Yadkin,NPL Site,-80.675236,36.157875,3/15/2012,9/18/2012,9/30/2024,,,TRUE
Cristex Drum,NC0001606250,406597,North Carolina,Oxford,Granville,NPL Site,-78.6067,36.2972,5/24/2013,12/12/2013,,,,TRUE
Hemphill Road TCE,NC0002374445,406819,North Carolina,Gastonia,Gaston,NPL Site,-81.189852,35.197933,5/24/2013,12/12/2013,,,,TRUE
Arsenic Trioxide Site,NDD980716963,800522,North Dakota,"Lidgerwood, Rutland, Wyndmere","Ransom, Richland, Sargent",Deleted NPL Site,-97.158331,46.075,12/30/1982,9/8/1983,9/30/1992,10/2/1995,7/5/1996,TRUE
Minot Landfill,NDD980959548,800527,North Dakota,Minot,Ward,Deleted NPL Site,-101.3292,48.218331,6/24/1988,3/31/1989,9/23/1996,12/26/1996,4/1/1997,TRUE
Cornhusker Army Ammunition Plant,NE2213820234,702020,Nebraska,Hall County,Hall,NPL Site,-98.4925,40.923331,10/15/1984,7/22/1987,,,,TRUE
Waverly Ground Water Contamination,NED980862718,701974,Nebraska,Waverly,Lancaster,Deleted NPL Site,-96.529439,40.917219,10/15/1984,6/10/1986,3/29/1994,9/19/2006,11/20/2006,TRUE
Hastings Ground Water Contamination,NED980862668,701973,Nebraska,Hastings,Adams,NPL Site,-98.383331,40.583331,10/15/1984,6/10/1986,,,,TRUE
Nebraska Ordnance Plant (Former),NE6211890011,702031,Nebraska,Mead,Saunders,NPL Site,-96.453331,41.176669,10/26/1989,8/30/1990,,,,TRUE
10th Street Site,NED981713837,702001,Nebraska,Columbus,Platte,NPL Site,-97.362219,41.426561,10/26/1989,8/30/1990,6/22/2007,,,TRUE
Cleburn Street Well,NED981499312,701986,Nebraska,Grand Island,Hall,NPL Site,-98.347778,40.925139,7/29/1991,10/14/1992,9/14/2004,,,TRUE
Sherwood Medical Co.,NED084626100,702086,Nebraska,Norfolk,Madison,NPL Site,-97.421389,41.993611,7/29/1991,10/14/1992,9/24/1999,,,TRUE
Bruno Co-op Association/Associated Properties,NED981713829,702000,Nebraska,Bruno,Butler,NPL Site,-96.959722,41.284722,10/14/1992,6/17/1996,9/13/2005,,,TRUE
Ogallala Ground Water Contamination,NED986369247,702287,Nebraska,Ogallala,Keith,NPL Site,-101.736111,41.123889,10/14/1992,12/16/1994,9/27/2006,,,TRUE
Omaha Lead,NESFN0703481,703481,Nebraska,Omaha,Douglas,NPL Site,-95.929722,41.267778,2/26/2002,4/30/2003,,,,TRUE
Lindsay Manufacturing Co.,NED068645696,701913,Nebraska,Lindsay,Platte,NPL Site,-97.69,41.701669,6/24/1988,10/4/1989,8/3/1995,,,TRUE
Parkview Well,NEN000704456,704456,Nebraska,Grand Island,Hall,NPL Site,-98.365,40.895833,9/23/2004,4/19/2006,8/31/2010,,,TRUE
Garvey Elevator,NEN000704351,704351,Nebraska,Hastings,Adams,NPL Site,-98.415556,40.563611,4/27/2005,9/14/2005,,,,TRUE
West Highway 6 & Highway 281,NEN000704738,704738,Nebraska,Hastings,Adams,NPL Site,-98.4095,40.5712,9/14/2005,4/19/2006,,,,TRUE
PCE Southeast Contamination ,NEN000706200,706200,Nebraska,York,York,NPL Site,-97.580614,40.859594,12/12/2013,5/12/2014,,,,TRUE
PCE/TCE Northeast Contamination,NEN000706105,706105,Nebraska,York,York,NPL Site,-97.600361,40.888636,12/12/2013,5/12/2014,,,,TRUE
Iowa-Nebraska Light & Power Co,NED986373678,702377,Nebraska,Norfolk,Madison,NPL Site,-97.417028,42.0323,9/30/2015,4/7/2016,,,,TRUE
Old HWY 275 and N 288th Street,NEN000704272,704272,Nebraska,Valley,Douglas,NPL Site,-96.367333,41.329092,9/9/2016,8/3/2017,,,,TRUE
PCE - Carriage Cleaners,NEN000710226,710226,Nebraska,Bellevue,Sarpy,NPL Site,-95.894082,41.137721,9/9/2022,12/22/2022,,,,TRUE
Auburn Road Landfill,NHD980524086,101137,New Hampshire,Londonderry,Rockingham,NPL Site,-71.3529,42.9302,12/30/1982,9/8/1983,4/3/1998,,,TRUE
Dover Municipal Landfill,NHD980520191,101125,New Hampshire,Dover,Strafford,NPL Site,-70.953,43.2125,12/30/1982,9/8/1983,9/6/2012,,,TRUE
Keefe Environmental Services,NHD092059112,101114,New Hampshire,Epping,Rockingham,NPL Site,-71.033331,43.024169,12/30/1982,9/8/1983,6/10/1993,,,TRUE
Ottati & Goss/Kingston Steel Drum,NHD990717647,101210,New Hampshire,Kingston,Rockingham,NPL Site,-71.080561,42.897219,12/30/1982,9/8/1983,9/19/2008,,,TRUE
Somersworth Sanitary Landfill,NHD980520225,101128,New Hampshire,Somersworth,Strafford,NPL Site,-70.8845,43.2489,12/30/1982,9/8/1983,9/9/2005,,,TRUE
Sylvester,NHD099363541,101115,New Hampshire,Nashua,Hillsborough,NPL Site,-71.523111,42.7197,12/30/1982,9/8/1983,4/8/1992,,,TRUE
Tinkham Garage,NHD062004569,101106,New Hampshire,Londonderry,Rockingham,NPL Site,-71.351111,42.860831,12/30/1982,9/8/1983,4/7/1995,,,TRUE
Kearsarge Metallurgical Corp.,NHD062002001,101105,New Hampshire,Conway,Carroll,NPL Site,-71.1293,43.9721,9/8/1983,9/21/1984,9/24/1993,,,TRUE
Savage Municipal Water Supply,NHD980671002,101145,New Hampshire,Milford,Hillsborough,NPL Site,-71.6884,42.8418,9/8/1983,9/21/1984,9/12/2006,,,TRUE
South Municipal Water Supply Well,NHD980671069,101146,New Hampshire,Peterborough,Hillsborough,NPL Site,-71.9468,42.8489,9/8/1983,9/21/1984,12/15/1994,,,TRUE
Coakley Landfill,NHD064424153,101107,New Hampshire,North Hampton,Rockingham,NPL Site,-70.817219,43.001111,10/15/1984,6/10/1986,9/29/1999,,,TRUE
Tibbetts Road,NHD989090469,101208,New Hampshire,Barrington,Strafford,NPL Site,-71.0347,43.18,4/10/1985,6/10/1986,9/29/1998,,,TRUE
Mottolo Pig Farm,NHD980503361,101123,New Hampshire,Raymond,Rockingham,NPL Site,-71.173189,42.989581,4/10/1985,7/22/1987,9/30/1993,,,TRUE
Fletcher's Paint Works & Storage,NHD001079649,101085,New Hampshire,Milford,Hillsborough,NPL Site,-71.6554,42.8358,6/24/1988,3/31/1989,8/21/2018,,,TRUE
Town Garage/Radio Beacon,NHD981063860,101162,New Hampshire,Londonderry,Rockingham,Deleted NPL Site,-71.393611,42.861669,6/24/1988,3/31/1989,9/30/1992,5/21/2014,7/21/2014,TRUE
Pease Air Force Base,NH7570024847,101213,New Hampshire,"Newington, Portsmouth",Rockingham,NPL Site,-70.82125,43.080169,7/14/1989,2/21/1990,9/26/2000,,,TRUE
New Hampshire Plating Co.,NHD001091453,101092,New Hampshire,Merrimack,Hillsborough,NPL Site,-71.488888,42.855833,7/29/1991,10/14/1992,9/28/2006,,,TRUE
Beede Waste Oil,NHD018958140,102723,New Hampshire,Plaistow,Rockingham,NPL Site,-71.105889,42.855075,6/17/1996,12/23/1996,,,,TRUE
Mohawk Tannery,NHD981889629,101188,New Hampshire,Nashua,Hillsborough,Proposed NPL Site,-71.487778,42.765569,5/11/2000,,,,,TRUE
Troy Mills Landfill,NHD980520217,101127,New Hampshire,Troy,Cheshire,NPL Site,-72.186944,42.802583,4/30/2003,9/29/2003,9/30/2005,,,TRUE
Chlor-Alkali Facility (Former),NHN000103313,103313,New Hampshire,Berlin,Coos,NPL Site,-71.167194,44.479194,4/27/2005,9/14/2005,,,,TRUE
Collins & Aikman Plant (Former),NHN000105928,105928,New Hampshire,Farmington,Strafford,NPL Site,-71.05875,43.372,5/24/2013,12/12/2013,,,,TRUE
A. O. Polymer,NJD030253355,200290,New Jersey,Sparta Township,Sussex,NPL Site,-74.63,41.04805,12/30/1982,9/8/1983,5/8/1998,,,TRUE
American Cyanamid Co.,NJD002173276,200144,New Jersey,Bound Brook,Somerset,NPL Site,-74.55945,40.555561,12/30/1982,9/8/1983,,,,TRUE
Asbestos Dump,NJD980654149,200769,New Jersey,Millington,Morris,Deleted NPL Site,-74.525561,40.6725,12/30/1982,9/8/1983,6/30/2000,5/11/2010,7/12/2010,TRUE
Beachwood/Berkley Wells,NJD980654123,200767,New Jersey,Berkley Township,Ocean,Deleted NPL Site,-74.196661,39.924719,12/30/1982,9/8/1983,5/3/1991,7/12/1991,1/6/1992,TRUE
Bog Creek Farm,NJD063157150,200397,New Jersey,Howell Township,Monmouth,NPL Site,-74.161111,40.150831,12/30/1982,9/8/1983,6/30/1994,,,TRUE
Brick Township Landfill,NJD980505176,200540,New Jersey,Brick Township,Ocean,NPL Site,-74.1311,40.1098,12/30/1982,9/8/1983,7/14/2014,,,TRUE
Bridgeport Rental & Oil Services,NJD053292652,200364,New Jersey,Bridgeport,Gloucester,NPL Site,-75.321661,39.801669,12/30/1982,9/8/1983,,,,TRUE
Burnt Fly Bog,NJD980504997,200528,New Jersey,Marlboro Township,"Middlesex, Monmouth",NPL Site,-74.279169,40.375,12/30/1982,9/8/1983,9/21/2004,,,TRUE
Caldwell Trucking Co.,NJD048798953,200340,New Jersey,Fairfield,Essex,NPL Site,-74.271389,40.876389,12/30/1982,9/8/1983,,,,TRUE
Chemical Control,NJD000607481,200037,New Jersey,Elizabeth,Union,NPL Site,-74.1935,40.6432,12/30/1982,9/8/1983,6/30/1994,,,TRUE
"Chemsol, Inc.",NJD980528889,200607,New Jersey,Piscataway,Middlesex,NPL Site,-74.443339,40.5625,12/30/1982,9/8/1983,,,,TRUE
Combe Fill North Landfill,NJD980530596,200719,New Jersey,Mount Olive Township,Morris,Deleted NPL Site,-74.713331,40.881939,12/30/1982,9/8/1983,3/31/1993,2/24/2004,6/2/2004,TRUE
Combe Fill South Landfill,NJD094966611,200489,New Jersey,Chester Township,Morris,NPL Site,-74.738331,40.771669,12/30/1982,9/8/1983,,,,TRUE
CPS/Madison Industries,NJD002141190,200109,New Jersey,Old Bridge Township,Middlesex,NPL Site,-74.327769,40.434439,12/30/1982,9/8/1983,,,,TRUE
D'Imperio Property,NJD980529416,200639,New Jersey,Hamilton Township,Atlantic,NPL Site,-74.658889,39.454439,12/30/1982,9/8/1983,9/22/2004,,,TRUE
Denzer & Schafer X-Ray Co.,NJD046644407,200321,New Jersey,Bayville,Ocean,Deleted NPL Site,-74.170831,39.909169,12/30/1982,9/8/1983,9/29/1995,8/18/1998,12/29/1998,TRUE
Dover Municipal Well 4,NJD980654131,200768,New Jersey,Dover,Morris,NPL Site,-74.5423,40.8858,12/30/1982,9/8/1983,9/24/2010,,,TRUE
Ellis Property,NJD980529085,200620,New Jersey,Evesham Township,Burlington,NPL Site,-74.864719,39.905,12/30/1982,9/8/1983,9/27/2000,,,TRUE
Evor Phillips Leasing,NJD980654222,200776,New Jersey,Old Bridge Township,Middlesex,NPL Site,-74.325,40.4375,12/30/1982,9/8/1983,4/24/2024,,,TRUE
Fair Lawn Well Field,NJD980654107,200765,New Jersey,Fair Lawn,Bergen,NPL Site,-74.131939,40.9375,12/30/1982,9/8/1983,,,,TRUE
Friedman Property,NJD980532832,200741,New Jersey,Upper Freehold Township,Monmouth,Deleted NPL Site,-74.5077,40.1048,12/30/1982,9/8/1983,4/30/1985,12/31/1985,3/7/1986,TRUE
GEMS Landfill,NJD980529192,200627,New Jersey,Gloucester Township,Camden,NPL Site,-75.018889,39.77945,12/30/1982,9/8/1983,9/30/1999,,,TRUE
Goose Farm,NJD980530109,200681,New Jersey,Plumstead Township,Ocean,NPL Site,-74.4975,40.09555,12/30/1982,9/8/1983,6/30/1993,,,TRUE
"Hercules, Inc. (Gibbstown Plant)",NJD002349058,200188,New Jersey,Gibbstown,Gloucester,NPL Site,-75.277781,39.838889,12/30/1982,9/8/1983,,,,TRUE
"Imperial Oil Co., Inc./Champion Chemicals",NJD980654099,200764,New Jersey,Morganville,Monmouth,NPL Site,-74.245831,40.383889,12/30/1982,9/8/1983,6/26/2023,,,TRUE
Jackson Township Landfill,NJD980505283,200549,New Jersey,Jackson Township,Ocean,Deleted NPL Site,-74.348611,40.063331,12/30/1982,9/8/1983,9/27/1994,4/26/1995,9/13/1995,TRUE
JIS Landfill,NJD097400998,200499,New Jersey,"Jamesburg, South Brunswick Township",Middlesex,NPL Site,-74.465281,40.365831,12/30/1982,9/8/1983,9/29/2009,,,TRUE
Kin-Buc Landfill,NJD049860836,200346,New Jersey,Edison Township,Middlesex,NPL Site,-74.3785,40.4891,12/30/1982,9/8/1983,9/28/2001,,,TRUE
King of Prussia,NJD980505341,200551,New Jersey,Winslow Township,Camden,NPL Site,-74.889439,39.62695,12/30/1982,9/8/1983,9/29/1995,,,TRUE
Helen Kramer Landfill,NJD980505366,200552,New Jersey,Mantua Township,Gloucester,NPL Site,-75.2003,39.7801,12/30/1982,9/8/1983,6/30/1993,,,TRUE
Krysowaty Farm,NJD980529838,200670,New Jersey,Hillsborough,Somerset,Deleted NPL Site,-74.78,40.500281,12/30/1982,9/8/1983,2/22/1989,10/19/1988,2/22/1989,TRUE
Lang Property,NJD980505382,200554,New Jersey,Pemberton Township,Burlington,NPL Site,-74.49445,39.929161,12/30/1982,9/8/1983,9/13/1995,,,TRUE
Lipari Landfill,NJD980505416,200557,New Jersey,Pitman,Gloucester,Deleted NPL Site,-75.141939,39.720281,12/30/1982,9/8/1983,9/26/2018,2/16/2024,8/16/2024,TRUE
Lone Pine Landfill,NJD980505424,200558,New Jersey,Freehold Township,Monmouth,NPL Site,-74.333339,40.202781,12/30/1982,9/8/1983,9/22/1994,,,TRUE
M&T Delisa Landfill,NJD085632164,200474,New Jersey,Asbury Park,Monmouth,Deleted NPL Site,-74.045281,40.229169,12/30/1982,9/8/1983,9/20/1990,12/18/1990,3/21/1991,TRUE
Mannheim Avenue Dump,NJD980654180,200773,New Jersey,Galloway Township,Atlantic,Deleted NPL Site,-74.533331,39.538889,12/30/1982,9/8/1983,9/22/1994,6/28/2007,8/27/2007,TRUE
Maywood Chemical Co.,NJD980529762,200665,New Jersey,"Maywood, Rochelle Park",Bergen,NPL Site,-74.0693,40.8964,12/30/1982,9/8/1983,,,,TRUE
Metaltec/Aerosystems,NJD002517472,200234,New Jersey,Franklin Borough,Sussex,NPL Site,-74.599719,41.109719,12/30/1982,9/8/1983,6/18/2009,,,TRUE
Monroe Township Landfill,NJD980505671,200570,New Jersey,Monroe Township,Middlesex,Deleted NPL Site,-74.401389,40.361669,12/30/1982,9/8/1983,4/23/1993,12/2/1993,2/3/1994,TRUE
Montgomery Township Housing Development,NJD980654164,200771,New Jersey,Montgomery Township,Somerset,NPL Site,-74.644169,40.408331,12/30/1982,9/8/1983,8/24/2005,,,TRUE
Myers Property,NJD980654198,200774,New Jersey,Franklin Township,Hunterdon,NPL Site,-74.9404,40.595,12/30/1982,9/8/1983,9/28/2005,,,TRUE
NL Industries,NJD061843249,200390,New Jersey,Pedricktown,Salem,NPL Site,-75.424719,39.758061,12/30/1982,9/8/1983,,,,TRUE
Pepe Field,NJD980529598,200653,New Jersey,Boonton,Morris,Deleted NPL Site,-74.411939,40.912219,12/30/1982,9/8/1983,9/6/2000,5/6/2003,7/11/2003,TRUE
Pijak Farm,NJD980532808,200738,New Jersey,Plumstead Township,Ocean,Deleted NPL Site,-74.499439,40.07555,12/30/1982,9/8/1983,2/28/1996,10/25/1996,3/3/1997,TRUE
PJP Landfill,NJD980505648,200569,New Jersey,Jersey City,Hudson,NPL Site,-74.085561,40.734719,12/30/1982,9/8/1983,9/25/2020,,,TRUE
Price Landfill,NJD070281175,200427,New Jersey,Pleasantville,Atlantic,NPL Site,-74.52695,39.415281,12/30/1982,9/8/1983,,,,TRUE
Reich Farms,NJD980529713,200662,New Jersey,Pleasant Plains,Ocean,Deleted NPL Site,-74.2149,40.0106,12/30/1982,9/8/1983,9/22/1998,5/14/2021,9/14/2021,TRUE
"Renora, Inc.",NJD070415005,200429,New Jersey,Edison Township,Middlesex,Deleted NPL Site,-74.358889,40.519628,12/30/1982,9/8/1983,9/30/1996,1/19/2000,3/20/2000,TRUE
Rockaway Borough Well Field,NJD980654115,200766,New Jersey,Rockaway Township,Morris,NPL Site,-74.515561,40.905831,12/30/1982,9/8/1983,4/13/2015,,,TRUE
